"DAL","Delta Air Lines","23,202","bmo","14,991.58","15,578.00","+586.42 ","+3.91% ","-0.50%","", 13/07/2023
"PGR","The Progressive","83,211","bmo","15,235.60","15,226.60","-9.00 ","-0.06% ","-13.12%","", 13/07/2023
"PEP","PepsiCo","232,518","bmo","21,608.60","22,322.00","+713.40 ","+3.30% ","2.38%","", 13/07/2023
"CAG","Conagra Brands","12,655","bmo","3,020.60","2,973.30","-47.30 ","-1.57% ","0.55%","", 13/07/2023
"CTAS","Cintas","49,563","bmo","2,247.31","2,284.47","+37.16 ","+1.65% ","0.29%","", 13/07/2023
"FAST","Fastenal","31,435","bmo","1,885.16","1,883.10","-2.06 ","-0.11% ","-3.46%","", 13/07/2023
"ONVO","Organovo","11","bmo","--","0.16","--","--","10.55%","", 13/07/2023
"WIT","Wipro Limited","26,744","bmo","2,785.72","2,782.00","-3.72 ","-0.13% ","1.27%","", 13/07/2023
"VIST","Vista Oil & Gas","2,668","bmo","251.03","230.98","-20.05 ","-7.99% ","-2.27%","", 13/07/2023
"AEHR","Aehr Test Systems","1,298","amc","21.30","22.27","+0.97 ","+4.55% ","18.18%","", 13/07/2023
"NRIX","Nurix Therapeutics","319","amc","21.96","30.68","+8.72 ","+39.71% ","-3.17%","", 13/07/2023
"UROY","Uranium Royalty","290","amc","--","10.22","--","--","-2.40%","", 13/07/2023
"FNGR","FingerMotion","285","bmo","--","12.17","--","--","-8.33%","", 13/07/2023
"GLDG","GoldMining","136","amc","--","0.00","--","--","-1.19%","", 13/07/2023
"NTIC","Northern Technologies International","121","bmo","20.60","20.97","+0.37 ","+1.80% ","17.36%","", 13/07/2023
"PLG","Platinum Group Metals","109","amc","--","0.00","--","--","-1.38%","", 13/07/2023
"OGI","OrganiGram","95","bmo","31.32","24.14","-7.18 ","-22.92% ","6.88%","", 13/07/2023
"SOTK","SonoTek","81","bmo","3.56","3.60","+0.04 ","+1.12% ","1.09%","", 13/07/2023
"FEIM","Frequency Electronics","65","amc","--","13.00","--","--","10.33%","", 13/07/2023
"BKSC","Bank of South Carolina","58","bmo","--","--","--","--","0.73%","", 13/07/2023
"RMCF","Rocky Mountain Chocolate Factory","31","amc","--","6.44","--","--","-10.78%","", 13/07/2023
"DGNOF","DIAGNOS","28","amc","--","0.05","--","--","0.00%","", 13/07/2023
"VMAR","Vision Marine Technologies","21","amc","1.50","0.96","-0.54 ","-36.00% ","1.12%","", 13/07/2023
"JCTCF","JewettCameron","16","amc","--","18.95","--","--","6.58%","", 13/07/2023
"NMRD","Nemaura Medical","10","bmo","--","0.00","--","--","0.72%","", 13/07/2023
"EDUC","Educational Development","10","amc","--","14.52","--","--","-7.26%","", 13/07/2023
"HIHO","Highway Holdings","9","amc","--","1.70","--","--","-8.57%","", 13/07/2023
"QTEKQ","QUALTEK SVCS","1","amc","--","156.25","--","--","-42.86%","", 13/07/2023
"NICH","Nitches","0","amc","--","0.00","--","--","-5.56%","", 13/07/2023
"SVNDY","Seven and I Holdings Co.","NA","bmo","--","19,667.94","--","--","-6.08%","", 13/07/2023
