"COST","Costco Wholesale","253,365","amc","78,563.36","78,939.00","+375.64 ","+0.48% ","1.91%","", 26/09/2023
"SNX","TD SYNNEX","9,022","bmo","14,037.22","13.96","-14,023.26 ","-99.90% ","-5.24%","", 26/09/2023
"CTAS","Cintas","49,563","bmo","2,324.80","2,342.33","+17.53 ","+0.75% ","-5.27%","", 26/09/2023
"UNFI","United Natural Foods","766","bmo","7,426.01","7,417.00","-9.01 ","-0.12% ","-27.43%","", 26/09/2023
"CICHY","China Construction Bank","135,756","--","--","--","--","--","--","", 26/09/2023
"PNGAY","Ping An Insurance Co. of China","97,891","--","--","--","--","--","--","", 26/09/2023
"MSBHF","Mitsubishi","33,425","--","--","--","--","--","--","", 26/09/2023
"FERG","Ferguson plc","33,019","bmo","7,541.07","7,838.00","+296.93 ","+3.94% ","4.73%","", 26/09/2023
"TRUMY","Terumo","19,372","--","--","--","--","--","--","", 26/09/2023
"HYMLF","Hyundai Motor Co.","19,016","--","--","--","--","--","--","", 26/09/2023
"SMNNY","Shimano","12,393","--","--","--","--","--","--","", 26/09/2023
"TNABY","Tenaga Nasional Berhad","11,900","--","--","--","--","--","--","", 26/09/2023
"AIRYY","Air China","10,676","--","--","--","--","--","--","", 26/09/2023
"ASGLY","Asahi Glass","7,336","--","--","--","--","--","--","", 26/09/2023
"DCCPF","DCC","5,370","--","--","--","--","--","--","", 26/09/2023
"OZON","Ozon","2,422","--","--","--","--","--","--","", 26/09/2023
"PRGS","Progress Software","2,246","amc","173.30","175.78","+2.48 ","+1.43% ","-4.84%","", 26/09/2023
"AIR","AAR","2,084","amc","505.78","549.70","+43.92 ","+8.68% ","2.47%","", 26/09/2023
"MLKN","MillerKnoll","1,771","amc","901.00","917.70","+16.70 ","+1.85% ","27.99%","", 26/09/2023
"BCOMF","B Communications","423","--","--","--","--","--","--","", 26/09/2023
"NBTX","Nanobiotix","325","amc","--","--","--","--","--","", 26/09/2023
"UONE","Radio One","246","--","--","--","--","--","--","", 26/09/2023
"UONEK","Radio One","239","--","--","--","--","--","--","", 26/09/2023
"YTRA","Yatra Online","129","--","21.07","--","--","--","--","", 26/09/2023
"TGLO","theglobe.com","100","--","--","--","--","--","--","", 26/09/2023
"VICP","SSGI","96","--","--","--","--","--","--","", 26/09/2023
"THTX","Theratechnologies","46","bmo","--","20.86","--","--","-16.19%","", 26/09/2023
"MEIP","MEI Pharma","45","amc","0.75","1.46","+0.71 ","+94.67% ","-1.91%","", 26/09/2023
"UAMY","United States Antimony","39","--","--","--","--","--","--","", 26/09/2023
"VWE","Bespoke Capital Acquisition","32","--","--","--","--","--","--","", 26/09/2023
"NHHHF","FuelPositive Corporation","23","--","--","--","--","--","--","", 26/09/2023
"BLOZF","Cannabix Technologies","23","amc","--","0.00","--","--","-6.82%","", 26/09/2023
"ETST","Earth Science Tech","22","--","--","--","--","--","--","", 26/09/2023
"AMRSQ","Amyris","22","--","273.94","--","--","--","--","", 26/09/2023
"VHC","VirnetX","18","--","--","--","--","--","--","", 26/09/2023
"PZG","Paramount Gold Nevada","18","bmo","--","0.00","--","--","0.00%","", 26/09/2023
"PXXLF","POXEL FRANCE","17","bmo","--","--","--","--","--","", 26/09/2023
"AKTX","Akari Therapeutics","14","--","--","--","--","--","--","", 26/09/2023
"MARPS","Marine Petroleum Trust","10","--","--","0.31","--","--","2.75%","", 26/09/2023
"MITQ","Moving iMage Technologies","9","bmo","--","5.77","--","--","9.55%","", 26/09/2023
"SICP","Silvergate Capital","5","--","--","--","--","--","--","", 26/09/2023
"REVRQ","Revlon","4","--","--","--","--","--","--","", 26/09/2023
"ACGN","Aceragen, Inc.","3","--","--","--","--","--","--","", 26/09/2023
"STAF","Staffing 360 Solutions","3","--","66.27","--","--","--","--","", 26/09/2023
"VNTRQ","Venator Materials","3","--","--","--","--","--","--","", 26/09/2023
"RUBY","Rubius Therapeutics","1","--","--","--","--","--","--","", 26/09/2023
"GTLL","Global Technologies","1","--","--","--","--","--","--","", 26/09/2023
"SBNY","Signature Bank","1","--","--","--","--","--","--","", 26/09/2023
"VRAYQ","ViewRay","1","--","--","--","--","--","--","", 26/09/2023
"SRGAQ","Surgalign","0","--","--","--","--","--","--","", 26/09/2023
"QTNTQ","Quotient Limited","0","--","--","--","--","--","--","", 26/09/2023
"STRYQ","Starry Group","0","--","--","--","--","--","--","", 26/09/2023
"STCC","Sterling Consolidated Corp","0","--","--","--","--","--","--","", 26/09/2023
"LIVC","Live Current Media","0","--","--","--","--","--","--","", 26/09/2023
"CRRVF","CVR Medical","0","--","--","--","--","--","--","", 26/09/2023
"BOXDQ","Boxed","0","--","--","--","--","--","--","", 26/09/2023
"PBFS","Pioneer Bancorp","NA","amc","--","19.36","--","--","4.07%","", 26/09/2023
"HSTC","HST Global","NA","--","--","--","--","--","--","", 26/09/2023
"LSGOF","Land Securities Group","NA","--","--","--","--","--","--","", 26/09/2023
"BBLNF","Babylon Holdings","NA","--","--","--","--","--","--","", 26/09/2023
"UNAM","Unico American","NA","--","--","--","--","--","--","", 26/09/2023
"TWCF","Town and Country Financial","NA","--","--","--","--","--","--","", 26/09/2023
"DSWL","Deswell Industries","NA","--","--","--","--","--","--","", 26/09/2023
"TFRFF","Tefron","NA","--","--","--","--","--","--","", 26/09/2023
"INTH","InnoTech","NA","--","--","--","--","--","--","", 26/09/2023
"WMMVY","WalMart de Mexico","NA","--","--","--","--","--","--","", 26/09/2023
