"BZUN","Baozun","176","bmo","--","319.97","--","--","12.47%","", 28/08/2023
"HEI","Heico","22,182","amc","697.34","722.90","+25.56 ","+3.67% ","-1.39%","", 28/08/2023
"NAT","Nordic American Tankers Limited","804","bmo","65.15","67.80","+2.65 ","+4.07% ","-3.17%","", 28/08/2023
"HEI.A","Heico","17,734","amc","--","722.90","--","--","-0.35%","", 28/08/2023
"AFYA","Afya","1,441","amc","141.57","143.99","+2.42 ","+1.71% ","3.07%","", 28/08/2023
"FINV","PPDAI Group","1,348","amc","--","424.16","--","--","1.75%","", 28/08/2023
"GB","Global Blue Group","1,101","bmo","--","102.85","--","--","-0.87%","", 28/08/2023
"APGE","Apogee Therapeutics Inc.","1,039","bmo","--","0.00","--","--","-1.77%","", 28/08/2023
"NOAH","Noah Holdings","767","amc","--","129.87","--","--","13.36%","", 28/08/2023
"DRTS","Alpha Tau Medical","243","amc","--","0.00","--","--","3.08%","", 28/08/2023
"XYF","X Financial","174","amc","--","168.30","--","--","1.59%","", 28/08/2023
"IRAA","IRIS ACQ CORP","87","bmo","--","0.00","--","--","--","", 28/08/2023
"LFVN","Lifevantage","82","amc","--","54.22","--","--","23.88%","", 28/08/2023
"SGII","Seaport Global Acquisition II Corp.","75","bmo","--","0.00","--","--","0.00%","", 28/08/2023
"AENT","Alliance Entertainment Holding...","60","--","--","--","--","--","--","", 28/08/2023
"NVNI","Nvni Group Ltd","40","bmo","--","0.00","--","--","0.00%","", 28/08/2023
"YQ","17 Education & Technology Group","37","amc","--","9.55","--","--","-1.10%","", 28/08/2023
"MSCLF","Satellos Bioscience Inc.","37","amc","--","0.00","--","--","0.00%","", 28/08/2023
"COEP","Coeptis Therapeutics Holdings, Inc.","30","--","--","0.00","--","--","--","", 28/08/2023
"GLGI","Greystone Logistics","27","bmo","--","16.13","--","--","0.00%","", 28/08/2023
"JOAN","JOANN","25","amc","433.80","453.80","+20.00 ","+4.61% ","-10.78%","", 28/08/2023
"BNXTF","BioNxt Solutions Inc.","23","bmo","--","0.13","--","--","--","", 28/08/2023
"TEDU","Tarena International","20","bmo","--","75.16","--","--","0.71%","", 28/08/2023
"XTMIF","XTM Inc.","17","bmo","--","1.21","--","--","-1.24%","", 28/08/2023
"NMTLF","Pacific North West Capital","7","bmo","--","0.00","--","--","-0.88%","", 28/08/2023
"IONGF","Lithium ION Energy Ltd.","7","amc","--","0.00","--","--","-2.90%","", 28/08/2023
"SRAX","SRAX","6","amc","--","7.72","--","--","7.50%","", 28/08/2023
"PGXPF","Pelangio Exploration","2","amc","--","0.00","--","--","0.00%","", 28/08/2023
"VODG","Vitro Diagnostics","NA","bmo","--","0.58","--","--","0.00%","", 28/08/2023
"CSVI","Computer Services","NA","--","--","--","--","--","--","", 28/08/2023
