"FN","Fabrinet","6,156","amc","641.88","655.87","+13.99 ","+2.18% ","31.58%","", 21/08/2023
"ADIL","Adial Pharmaceuticals","3","bmo","--","0.00","--","--","-1.76%","", 21/08/2023
"ZM","Zoom Video Communications","19,881","amc","1,113.18","1,138.68","+25.50 ","+2.29% ","-2.14%","", 21/08/2023
"NDSN","Nordson","12,722","amc","665.43","648.68","-16.75 ","-2.52% ","2.17%","", 21/08/2023
"LU","Lufax","2,407","amc","1,542.86","1,278.44","-264.42 ","-17.14% ","-4.58%","", 21/08/2023
"QFIN","Qifu Technology, Inc.","2,364","amc","553.01","539.81","-13.20 ","-2.39% ","-1.76%","", 21/08/2023
"NNDM","Nano Dimension","572","bmo","--","14.74","--","--","-0.70%","", 21/08/2023
"JFIN","Jiayin Group","267","bmo","--","176.22","--","--","-5.26%","", 21/08/2023
"API","Agora","265","amc","34.34","34.04","-0.30 ","-0.87% ","-2.12%","", 21/08/2023
"EM","Smart Share Global Limited","205","bmo","--","142.83","--","--","2.13%","", 21/08/2023
"SGMT","Sagimet Biosciences Inc.","149","amc","--","0.00","--","--","-13.73%","", 21/08/2023
"GLSI","Greenwich LifeSciences","109","amc","--","0.00","--","--","-1.48%","", 21/08/2023
"SY","SoYoung International","104","bmo","--","56.83","--","--","8.26%","", 21/08/2023
"OCGN","Ocugen","104","amc","--","0.00","--","--","-8.96%","", 21/08/2023
"FLXS","Flexsteel Industries","104","amc","103.01","105.82","+2.81 ","+2.73% ","-11.38%","", 21/08/2023
"BATL","Battalion Oil","90","amc","53.16","54.27","+1.11 ","+2.09% ","-11.79%","", 21/08/2023
"DFLI","DRAGONFLY EGY","85","amc","20.90","19.27","-1.63 ","-7.80% ","-15.84%","", 21/08/2023
"ZEPP","Zepp Health","67","bmo","--","89.41","--","--","-4.17%","", 21/08/2023
"TPCS","Techprecision","62","amc","--","7.37","--","--","-3.90%","", 21/08/2023
"MBTC","Nocturne Acquisition","61","bmo","--","0.00","--","--","0.10%","", 21/08/2023
"ELTK","Eltek","60","bmo","10.90","11.04","+0.14 ","+1.28% ","11.10%","", 21/08/2023
"CVU","CPI Aerostructures","39","amc","--","20.55","--","--","-1.60%","", 21/08/2023
"GTEC","Greenland Technologies","38","bmo","22.00","23.57","+1.57 ","+7.14% ","8.23%","", 21/08/2023
"SABS","SAB Biotherapeutics","37","bmo","--","0.09","--","--","3.81%","", 21/08/2023
"PPHP","PHP Ventures Acquisition Corp.","28","amc","--","0.00","--","--","0.20%","", 21/08/2023
"JT","Jianpu Technology","22","bmo","--","39.38","--","--","-7.34%","", 21/08/2023
"GNPX","GENPREX","22","--","--","0.00","--","--","-12.42%","", 21/08/2023
"FFIE","Faraday Future Intelligent Electric","22","amc","--","0.00","--","--","-9.76%","", 21/08/2023
"NCRA","Nocera, Inc.","16","amc","--","5.33","--","--","-7.95%","", 21/08/2023
"FTFT","Future FinTech Group","16","amc","--","3.81","--","--","2.82%","", 21/08/2023
"MSGM","Motorsport Games","12","amc","1.45","1.74","+0.29 ","+20.00% ","-14.66%","", 21/08/2023
"ILAL","International Land Alliance, Inc.","11","--","--","0.49","--","--","2.94%","", 21/08/2023
"AWIN","AERWINS Technologies Inc.","11","amc","--","0.03","--","--","-0.08%","", 21/08/2023
"LEAI","Legacy Education Alliance","10","amc","--","0.06","--","--","0.00%","", 21/08/2023
"MIGI","Mawson Infrastructure Group","10","amc","--","10.55","--","--","-21.89%","", 21/08/2023
"TMBR","Timber Pharmaceuticals","10","amc","0.20","0.00","-0.20 ","-100.00% ","0.00%","", 21/08/2023
"EZFL","EzFill Holdings","10","amc","--","6.13","--","--","-13.78%","", 21/08/2023
"OLB","OLB Group","9","--","--","8.34","--","--","3.08%","", 21/08/2023
"ARAV","ARAVIVE","9","amc","1.00","1.27","+0.27 ","+27.00% ","-23.61%","", 21/08/2023
"LGIQ","Logiq","8","amc","--","4.86","--","--","0.00%","", 21/08/2023
"BOF","BranchOut Food Inc.","8","--","--","0.34","--","--","6.05%","", 21/08/2023
"SUIC","SUIC Worldwide Holdings Ltd.","7","--","--","0.03","--","--","-6.00%","", 21/08/2023
"HPTO","hopTo","7","amc","--","1.06","--","--","0.00%","", 21/08/2023
"TBLT","ToughBuilt Industries","6","amc","28.90","18.88","-10.02 ","-34.67% ","1.43%","", 21/08/2023
"CNET","ZW Data Action Technologies","6","amc","--","9.82","--","--","3.74%","", 21/08/2023
"HENC","Hero Technologies","6","amc","--","0.00","--","--","-10.00%","", 21/08/2023
"INQD","Indoor Harvest","5","--","--","0.00","--","--","4.00%","", 21/08/2023
"DMK","DMK Pharmaceuticals Corporation","5","bmo","--","0.01","--","--","-0.30%","", 21/08/2023
"BTTR","Better Choice","5","bmo","15.30","10.54","-4.76 ","-31.11% ","2.31%","", 21/08/2023
"SNGX","Soligenix","5","amc","0.20","0.21","+0.01 ","+5.00% ","-2.88%","", 21/08/2023
"ZVSA","ZyVersa Therapeutics, Inc.","4","amc","--","0.00","--","--","-6.52%","", 21/08/2023
"OILCF","Permex Petroleum Corporation","4","amc","0.61","0.16","-0.45 ","-73.77% ","0.00%","", 21/08/2023
"PBIO","Pressure BioSciences","4","amc","--","0.51","--","--","-9.91%","", 21/08/2023
"SENR","Strategic Environmental & Energy...","4","--","--","0.73","--","--","0.00%","", 21/08/2023
"NHIQ","NantHealth","4","--","--","17.26","--","--","--","", 21/08/2023
"ENDV","Endonovo Therapeutics","3","amc","--","0.05","--","--","-7.56%","", 21/08/2023
"COSG","Cosmos Group Holdings Inc.","3","amc","--","1.54","--","--","7.43%","", 21/08/2023
"RIBT","RiceBran Technologies","3","amc","--","6.27","--","--","1.39%","", 21/08/2023
"AUVI","Applied UV","3","bmo","--","10.84","--","--","2.69%","", 21/08/2023
"PCMC","Public Company Management","2","amc","--","0.00","--","--","81.59%","", 21/08/2023
