"NKE","NIKE","146,709","amc","0.74","0.94","+0.20 ","+27.03% ","6.68%","", 28/09/2023
"BB","BlackBerry","2,492","amc","-0.02","-0.04","-0.02 ","-100.00% ","-1.05%","", 28/09/2023
"ACN","Accenture","205,635","bmo","2.62","2.71","+0.09 ","+3.44% ","-4.33%","", 28/09/2023
"MANU","Manchester United","3,198","--","0.06","--","--","--","--","", 28/09/2023
"MITK","Mitek Systems","491","--","0.25","--","--","--","--","", 28/09/2023
"KMX","CarMax","10,820","bmo","0.75","0.75","0.00 ","0.00% ","-13.40%","", 28/09/2023
"MTN","Vail Resorts","8,207","amc","-3.24","-3.35","-0.11 ","-3.40% ","-8.40%","", 28/09/2023
"JBL","Jabil","17,045","bmo","2.31","2.45","+0.14 ","+6.06% ","18.80%","", 28/09/2023
"PTN","Palatin Technologies","21","bmo","-0.59","-0.91","-0.32 ","-54.24% ","-9.09%","", 28/09/2023
"MDRX","VERADIGM INC","1,483","--","0.20","--","--","--","--","", 28/09/2023
"VWAGY","Volkswagen","63,915","--","--","--","--","--","--","", 28/09/2023
"ATEYY","Advantest","20,388","--","--","--","--","--","--","", 28/09/2023
"NRILY","Nomura Research Institute","15,431","--","--","--","--","--","--","", 28/09/2023
"AHCHY","Anhui Conch Cement","13,195","--","--","--","--","--","--","", 28/09/2023
"CCOZY","China Coal Energy","10,090","--","--","--","--","--","--","", 28/09/2023
"SOUHY","South32","9,609","--","--","--","--","--","--","", 28/09/2023
"SNLAY","Sino Land Co.","9,283","--","--","--","--","--","--","", 28/09/2023
"MLLUY","Metallurgical Corp. of China","4,590","--","--","--","--","--","--","", 28/09/2023
"APNHY","Aspen Pharmacare","3,914","--","--","--","--","--","--","", 28/09/2023
"HAYPY","HAYS","2,179","--","--","--","--","--","--","", 28/09/2023
"NEXT","NextDecade","1,101","--","-0.53","--","--","--","--","", 28/09/2023
"LVRO","Lavoro Limited","740","--","--","--","--","--","--","", 28/09/2023
"SLGGF","Solgold","360","bmo","--","0.00","--","--","-12.82%","", 28/09/2023
"SHAP","Spree Acquisition 1","280","--","--","--","--","--","--","", 28/09/2023
"IVA","Inventiva","220","amc","--","--","--","--","--","", 28/09/2023
"ELLO","Ellomay Capital","199","amc","--","0.12","--","--","-1.52%","", 28/09/2023
"PCYG","Park City Group","162","amc","--","0.07","--","--","-1.79%","", 28/09/2023
"IMMP","Prima BioMed","159","--","--","--","--","--","--","", 28/09/2023
"CHHE","China Health Industries","141","--","--","--","--","--","--","", 28/09/2023
"NSRCF","Energizer Resources","140","bmo","--","0.00","--","--","-0.85%","", 28/09/2023
"BSET","Bassett Furniture Industries","133","bmo","-0.59","-0.30","+0.29 ","+49.15% ","1.06%","", 28/09/2023
"BANX","ArrowMark Financial","124","--","--","--","--","--","--","", 28/09/2023
"SMID","SmithMidland","101","--","--","--","--","--","--","", 28/09/2023
"FONR","Fonar","94","--","--","0.16","--","--","0.44%","", 28/09/2023
"PRST","PRESTO AUTOMATN","93","--","--","--","--","--","--","", 28/09/2023
"HRBR","Harbor Diversified","86","--","--","--","--","--","--","", 28/09/2023
"BGI","Birks Group","84","--","--","--","--","--","--","", 28/09/2023
"RNLX","Renalytix AI","71","bmo","-0.13","-0.10","+0.03 ","+23.08% ","-22.96%","", 28/09/2023
"PDEX","ProDex","54","--","--","--","--","--","--","", 28/09/2023
"BNET","Bion Environmental Technologies","53","amc","--","-0.01","--","--","0.00%","", 28/09/2023
"GROW","U.S. Global Investors","42","--","--","--","--","--","--","", 28/09/2023
"SPHRY","Starpharma","41","--","--","--","--","--","--","", 28/09/2023
"FKWL","Franklin Wireless","37","amc","--","-0.13","--","--","8.84%","", 28/09/2023
"LQMT","Liquidmetal Technologies","37","--","--","--","--","--","--","", 28/09/2023
"POCI","Precision Optics","36","amc","--","-0.12","--","--","-0.83%","", 28/09/2023
"SIF","SIFCO Industries","23","bmo","--","-0.11","--","--","11.88%","", 28/09/2023
"VRAR","The Glimpse Group","20","amc","--","-1.37","--","--","-43.38%","", 28/09/2023
"ICLK","iClick Interactive Asia Group","19","--","--","--","--","--","--","", 28/09/2023
"ASTC","Astrotech","17","--","--","-1.42","--","--","1.08%","", 28/09/2023
"CTHR","Charles & Colvard","17","--","--","--","--","--","--","", 28/09/2023
"BQ","Boqii","15","--","--","--","--","--","--","", 28/09/2023
"ORBT","Orbit International","15","--","--","--","--","--","--","", 28/09/2023
"SHMP","NaturalShrimp Incorporated","15","--","--","--","--","--","--","", 28/09/2023
"ARVL","Arrival","14","--","--","--","--","--","--","", 28/09/2023
"ZIVO","ZIVO Bioscience","13","--","--","--","--","--","--","", 28/09/2023
"FRCB","First Republic Bank","11","--","-0.37","--","--","--","--","", 28/09/2023
"TENX","Tenax Therapeutics","7","--","-0.10","--","--","--","--","", 28/09/2023
"RKFL","RocketFuel Blockchain","7","--","--","--","--","--","--","", 28/09/2023
"LBUY","Leafbuyer Technologies","6","amc","--","0.00","--","--","-5.97%","", 28/09/2023
"SSY","SunLink Health Systems","6","amc","--","-0.20","--","--","-5.88%","", 28/09/2023
"SIVBQ","SVB Financial Group","5","--","--","--","--","--","--","", 28/09/2023
"CYXTQ","Cyxtera Technologies","5","--","--","--","--","--","--","", 28/09/2023
"CJJD","China JoJo Drugstores","5","--","--","--","--","--","--","", 28/09/2023
"PTIX","Atrinsic","5","--","--","--","--","--","--","", 28/09/2023
"BTOG","Bit Origin Limited","5","--","--","--","--","--","--","", 28/09/2023
"INTV","Ems Find","5","amc","--","-9.75","--","--","0.00%","", 28/09/2023
"TGL","Treasure Global Inc.","4","amc","-0.16","-0.17","-0.01 ","-6.25% ","8.88%","", 28/09/2023
"DYNT","Dynatronics","3","bmo","-0.34","-0.63","-0.29 ","-85.29% ","-2.49%","", 28/09/2023
"MINM","Zoom Telephonics","3","--","-1.25","--","--","--","--","", 28/09/2023
"UFAB","Unique Fabricating","2","--","--","--","--","--","--","", 28/09/2023
"IMPM","Impac Mortgage Holdings","2","--","--","--","--","--","--","", 28/09/2023
"NXEN","Nexien BioPharma","2","--","--","-0.01","--","--","-6.49%","", 28/09/2023
"AFOM","All For One Media","1","--","--","--","--","--","--","", 28/09/2023
"ONCR","Oncorus","1","--","--","--","--","--","--","", 28/09/2023
"HTGMQ","HTG Molecular Diagnostics","1","--","-1.84","--","--","--","--","", 28/09/2023
"OIGBQ","Orbital Infrastructure Group, Inc.","1","--","--","--","--","--","--","", 28/09/2023
"RGTPQ","RegenETP, Inc.","1","--","--","--","--","--","--","", 28/09/2023
"NOVNQ","Novan","1","--","--","--","--","--","--","", 28/09/2023
"SEVCQ","Sono Group","0","--","--","--","--","--","--","", 28/09/2023
"VIVXF","Avivagen","0","amc","--","-0.01","--","--","0.00%","", 28/09/2023
"DLYT","Dais","0","--","--","--","--","--","--","", 28/09/2023
"QNGYQ","Quanergy Systems","0","--","--","--","--","--","--","", 28/09/2023
"LYLTQ","Loyalty Ventures Inc.","0","--","--","--","--","--","--","", 28/09/2023
"MCCX","Mcorpcx","0","--","--","--","--","--","--","", 28/09/2023
"IMVIQ","IMV","0","--","-1.15","--","--","--","--","", 28/09/2023
"TKLS","TRUTANKLESS","0","--","--","--","--","--","--","", 28/09/2023
"PEARQ","Pear Therapeutics","0","--","--","--","--","--","--","", 28/09/2023
"VIVE","Viveve Medical","0","--","--","--","--","--","--","", 28/09/2023
"WBEVQ","Winc","0","--","--","--","--","--","--","", 28/09/2023
"BKNIY","Bankinter","NA","--","--","--","--","--","--","", 28/09/2023
"OUTKY","Outokumpu","NA","--","--","--","--","--","--","", 28/09/2023
"PBSFY","Prosiebensat.1 Media Se","NA","--","--","--","--","--","--","", 28/09/2023
"APTX","Aptinyx","NA","--","-0.05","--","--","--","--","", 28/09/2023
"SCFLF","Schaeffler","NA","--","0.22","--","--","--","--","", 28/09/2023
"SIOX","Sio Gene Therapies Inc.","NA","--","--","--","--","--","--","", 28/09/2023
"SPNX","Superior Energy Services","NA","--","--","--","--","--","--","", 28/09/2023
"SVKEF","SKANDINAVISKA","NA","--","--","--","--","--","--","", 28/09/2023
"ABLT","American Biltrite","NA","--","--","--","--","--","--","", 28/09/2023
"OMVJF","OMV","NA","--","1.66","--","--","--","--","", 28/09/2023
"BSMX","Grupo Financiero Santander Mexico","NA","--","--","--","--","--","--","", 28/09/2023
"CRXTQ","Blue Water Acquisition","NA","--","--","--","--","--","--","", 28/09/2023
"NVNXF","NOVONIX Limited","NA","--","--","--","--","--","--","", 28/09/2023
"NCTKF","Nabtesco","NA","--","0.20","--","--","--","--","", 28/09/2023
"MKGAF","Merck KGaA","NA","--","--","--","--","--","--","", 28/09/2023
"JFWV","JSB FINANCIAL","NA","--","--","--","--","--","--","", 28/09/2023
"ENLAY","Enel","NA","--","--","--","--","--","--","", 28/09/2023
"HTCXF","HTC","NA","--","--","--","--","--","--","", 28/09/2023
"FRTAF","Freenet","NA","--","--","--","--","--","--","", 28/09/2023
"FSRDQ","Fast Radius","NA","--","--","--","--","--","--","", 28/09/2023
"HLMAF","Halma","NA","--","--","--","--","--","--","", 28/09/2023
