"CIHKY","China Merchants Bank","100,123","bmo","--","0.99","--","--","1.35%","", 25/08/2023
"NCLTY","Nitori Holdings","11,731","--","--","--","--","--","--","", 25/08/2023
"UI","Ubiquiti","8,113","bmo","2.07","1.73","-0.34 ","-16.43% ","15.34%","", 25/08/2023
"HIBB","Hibbett Sports","576","bmo","0.68","0.85","+0.17 ","+25.00% ","22.16%","", 25/08/2023
"AKBA","Akebia Therapeutics","209","bmo","-0.03","-0.06","-0.03 ","-100.00% ","-8.00%","", 25/08/2023
"COE","51Talk Online Education Group...","49","bmo","--","-0.48","--","--","9.79%","", 25/08/2023
"OTMO","Otonomo Technologies Ltd.","38","bmo","--","-1.66","--","--","-4.57%","", 25/08/2023
"IDEX","IDEANOMICS","26","amc","--","-398.75","--","--","--","", 25/08/2023
"BLOZF","Cannabix Technologies","23","--","--","0.00","--","--","-1.27%","", 25/08/2023
"HLRTF","Hillcrest Energy Technologies Ltd.","18","amc","--","-0.05","--","--","--","", 25/08/2023
"OCLN","OriginOil","13","--","--","-0.01","--","--","-7.89%","", 25/08/2023
"BMRA","Biomerica","12","amc","--","-0.10","--","--","--","", 25/08/2023
"SXTP","60 Degrees Pharmaceuticals Inc.","4","--","--","-1.40","--","--","-3.95%","", 25/08/2023
"ACON","Aclarion","4","--","--","-0.18","--","--","-2.20%","", 25/08/2023
"SLSDF","Select Sands","2","--","--","-0.01","--","--","-17.51%","", 25/08/2023
"FECOF","FEC Resources","1","--","--","0.00","--","--","27.78%","", 25/08/2023
"BIOAF","Bioasis Technologies","0","--","--","--","--","--","--","", 25/08/2023
"PQEFF","PETROTEQ ENERGY","0","--","--","--","--","--","--","", 25/08/2023
