"AEO","American Eagle Outfitters","3,251","amc","0.15","0.25","+0.10 ","+66.67% ","-2.50%","", 06/09/2023
"PLAY","Dave & Buster's Entertainment","1,538","amc","0.94","0.94","0.00 ","0.00% ","-6.12%","", 06/09/2023
"GME","GameStop","4,539","amc","-0.15","-0.03","+0.12 ","+80.00% ","0.75%","", 06/09/2023
"EXPR","Express","33","bmo","-11.07","-9.05","+2.02 ","+18.25% ","8.17%","", 06/09/2023
"VRNT","Verint Systems","1,400","amc","0.59","0.48","-0.11 ","-18.64% ","-19.44%","", 06/09/2023
"AI","C3.ai","2,850","amc","-0.17","-0.09","+0.08 ","+47.06% ","-12.24%","", 06/09/2023
"PKX","POSCO","28,889","bmo","--","1.73","--","--","-3.36%","", 06/09/2023
"PLAB","Photronics","1,267","bmo","0.52","0.51","-0.01 ","-1.92% ","-6.77%","", 06/09/2023
"YEXT","Yext","756","amc","0.06","0.06","0.00 ","0.00% ","-27.86%","", 06/09/2023
"ALOT","AstroNova","92","bmo","--","0.15","--","--","0.21%","", 06/09/2023
"PATH","UiPath","9,459","amc","0.03","0.09","+0.06 ","+200.00% ","11.47%","", 06/09/2023
"CNM","Core & Main","6,818","bmo","0.65","0.66","+0.01 ","+1.54% ","-6.62%","", 06/09/2023
"DSGX","The Descartes Systems Group","6,106","amc","0.33","0.32","-0.01 ","-3.03% ","-0.60%","", 06/09/2023
"BTDPY","Barratt Developments","4,863","--","--","--","--","--","--","", 06/09/2023
"CXM","Sprinklr","3,773","amc","0.05","0.10","+0.05 ","+100.00% ","0.25%","", 06/09/2023
"INTA","Intapp","2,417","amc","0.01","0.04","+0.03 ","+300.00% ","-4.46%","", 06/09/2023
"CHPT","ChargePoint","1,584","amc","-0.14","-0.24","-0.10 ","-71.43% ","-10.91%","", 06/09/2023
"PHR","Phreesia","984","amc","-0.75","-0.68","+0.07 ","+9.33% ","-22.11%","", 06/09/2023
"BASE","Couchbase","789","amc","-0.23","-0.17","+0.06 ","+26.09% ","19.52%","", 06/09/2023
"AGX","Argan","609","amc","--","0.94","--","--","9.18%","", 06/09/2023
"CTLP","Cantaloupe","503","amc","0.06","0.04","-0.02 ","-33.33% ","-7.84%","", 06/09/2023
"IRS","IRSA Inversiones Y Representaciones","464","--","--","1.64","--","--","-1.75%","", 06/09/2023
"CVGW","Calavo Growers","437","amc","0.35","0.41","+0.06 ","+17.14% ","5.21%","", 06/09/2023
"DAKT","Daktronics","405","bmo","--","0.63","--","--","6.09%","", 06/09/2023
"CURV","Torrid Holdings","206","amc","0.11","0.06","-0.05 ","-45.45% ","-24.09%","", 06/09/2023
"SPWH","Sportsman's Warehouse","160","amc","0.02","-0.04","-0.06 ","-300.00% ","-26.00%","", 06/09/2023
"LAKE","Lakeland Industries","113","amc","0.23","0.32","+0.09 ","+39.13% ","11.54%","", 06/09/2023
"CHAA","Catcha Investment","107","bmo","--","-0.02","--","--","0.00%","", 06/09/2023
"SJ","Scienjoy","106","bmo","--","0.29","--","--","-0.80%","", 06/09/2023
"ANIX","Anixa Biosciences","105","amc","-0.09","-0.08","+0.01 ","+11.11% ","-5.67%","", 06/09/2023
"ZFOX","ZeroFox Holdings, Inc.","96","bmo","-0.09","-0.14","-0.05 ","-55.56% ","1.92%","", 06/09/2023
"AKTS","Akoustis Technologies","54","bmo","-0.16","-0.21","-0.05 ","-31.25% ","-29.70%","", 06/09/2023
"BNED","Barnes & Noble Education","53","bmo","--","-0.86","--","--","-2.48%","", 06/09/2023
"KFFB","Kentucky First Federal Bancorp","41","amc","--","0.00","--","--","-2.66%","", 06/09/2023
"KIRK","Kirkland's","22","bmo","--","-1.51","--","--","-7.32%","", 06/09/2023
"SFEG","Santa Fe Gold","NA","--","--","0.00","--","--","0.00%","", 06/09/2023
"LND","Brasilagro Cia Brasileira De...","NA","--","--","0.48","--","--","0.52%","", 06/09/2023
"SNT","Senstar Technologies","NA","bmo","--","-0.01","--","--","-2.48%","", 06/09/2023
