"NFLX","Netflix","167,023","amc","2.83","3.29","+0.46 ","+16.25% ","-8.41%","", 19/07/2023
"TSLA","Tesla","828,920","amc","0.83","0.91","+0.08 ","+9.64% ","-9.74%","", 19/07/2023
"IBM","International Business Machines","128,516","amc","2.00","2.18","+0.18 ","+9.00% ","2.14%","", 19/07/2023
"ATVI","Activision Blizzard","73,762","bmo","0.90","1.08","+0.18 ","+20.00% ","-0.58%","", 19/07/2023
"GS","The Goldman Sachs Group","101,737","bmo","3.25","3.08","-0.17 ","-5.23% ","0.97%","", 19/07/2023
"KMI","Kinder Morgan","35,717","amc","0.23","0.24","+0.01 ","+4.35% ","2.02%","", 19/07/2023
"AA","Alcoa","4,847","amc","-0.59","-0.35","+0.24 ","+40.68% ","-6.20%","", 19/07/2023
"UAL","United Airlines","13,582","amc","3.99","5.03","+1.04 ","+26.07% ","3.23%","", 19/07/2023
"HAL","Halliburton","34,387","bmo","0.75","0.77","+0.02 ","+2.67% ","-2.89%","", 19/07/2023
"USB","U.S. Bancorp","47,890","bmo","1.13","1.12","-0.01 ","-0.88% ","6.46%","", 19/07/2023
"LVS","Las Vegas Sands","33,804","amc","0.45","0.46","+0.01 ","+2.22% ","-5.40%","", 19/07/2023
"CCI","Crown Castle Inc.","38,714","amc","1.99","2.05","+0.06 ","+3.02% ","-5.29%","", 19/07/2023
"CFG","Citizens Financial Group","12,110","bmo","1.00","0.92","-0.08 ","-8.00% ","6.39%","", 19/07/2023
"DFS","Discover Financial Services","21,833","amc","3.66","3.54","-0.12 ","-3.28% ","-15.92%","", 19/07/2023
"STLD","Steel Dynamics","17,651","amc","4.82","4.81","-0.01 ","-0.21% ","-2.97%","", 19/07/2023
"ALLY","Ally Financial","7,498","bmo","0.94","0.96","+0.02 ","+2.13% ","5.40%","", 19/07/2023
"CVNA","Carvana","7,129","bmo","-1.13","-0.55","+0.58 ","+51.33% ","40.20%","", 19/07/2023
"ASML","ASML Holding","233,147","bmo","4.98","5.37","+0.39 ","+7.83% ","-5.45%","", 19/07/2023
"ZION","Zions Bancorporation","4,938","amc","1.13","1.11","-0.02 ","-1.77% ","9.98%","", 19/07/2023
"MMLP","Martin Midstream Partners","98","amc","--","0.03","--","--","-3.46%","", 19/07/2023
"NDAQ","Nasdaq","23,966","bmo","0.65","0.71","+0.06 ","+9.23% ","-1.85%","", 19/07/2023
"MTB","M&T Bank","20,314","bmo","4.11","5.12","+1.01 ","+24.57% ","2.48%","", 19/07/2023
"SNV","Synovus Financial","3,865","amc","1.14","1.16","+0.02 ","+1.75% ","-4.24%","", 19/07/2023
"FNB","F.N.B.","3,814","amc","0.38","0.39","+0.01 ","+2.63% ","-1.10%","", 19/07/2023
"ELV","Elevance Health, Inc.","103,202","bmo","8.82","9.04","+0.22 ","+2.49% ","4.40%","", 19/07/2023
"ATLKY","Atlas Copco","63,711","bmo","0.13","0.14","+0.01 ","+7.69% ","-6.28%","", 19/07/2023
"VLVLY","Volvo","41,076","bmo","0.63","0.50","-0.13 ","-20.63% ","-0.73%","", 19/07/2023
"BKR","Baker Hughes","33,460","bmo","0.32","0.39","+0.07 ","+21.88% ","0.46%","", 19/07/2023
"ASAZY","Assa Abloy","23,809","bmo","--","0.16","--","--","-3.22%","", 19/07/2023
"EFX","Equifax","22,091","amc","1.67","1.71","+0.04 ","+2.40% ","-8.89%","", 19/07/2023
"SVNLY","Svenska Handelsbanken Ab Publ","16,711","bmo","--","0.16","--","--","2.94%","", 19/07/2023
"NTRS","Northern Trust","13,764","bmo","1.63","1.79","+0.16 ","+9.82% ","13.36%","", 19/07/2023
"REXR","Rexford Industrial Realty","9,761","amc","0.54","0.54","0.00 ","0.00% ","0.06%","", 19/07/2023
"YARIY","Yara International ASA","9,132","bmo","--","-0.18","--","--","-1.59%","", 19/07/2023
"SKFRY","AB SKF","7,513","bmo","0.41","0.51","+0.10 ","+24.39% ","-0.52%","", 19/07/2023
"FR","First Industrial Realty Trust","6,105","amc","0.60","0.61","+0.01 ","+1.67% ","-1.44%","", 19/07/2023
"FHN","First Horizon","5,883","bmo","0.38","0.39","+0.01 ","+2.63% ","0.39%","", 19/07/2023
"CBSH","Commerce Bancshares","5,811","bmo","0.93","1.02","+0.09 ","+9.68% ","5.26%","", 19/07/2023
"WTFC","Wintrust Financial","4,491","amc","2.38","2.38","0.00 ","0.00% ","1.15%","", 19/07/2023
"COLB","Columbia Banking System","3,946","amc","0.93","0.81","-0.12 ","-12.90% ","-6.88%","", 19/07/2023
"CNS","Cohen & Steers","2,937","amc","--","0.70","--","--","-0.86%","", 19/07/2023
"CALX","Calix","2,933","amc","0.31","0.36","+0.05 ","+16.13% ","-2.90%","", 19/07/2023
"LBRT","Liberty Energy","2,832","amc","0.90","0.87","-0.03 ","-3.33% ","-2.69%","", 19/07/2023
"SLG","SL Green Realty","2,264","amc","1.33","1.43","+0.10 ","+7.52% ","-6.48%","", 19/07/2023
"MRTN","Marten Transport","1,559","amc","0.27","0.27","0.00 ","0.00% ","-4.10%","", 19/07/2023
"BANR","Banner","1,440","amc","1.56","1.32","-0.24 ","-15.38% ","-7.49%","", 19/07/2023
"WINA","Winmark","1,332","--","--","2.85","--","--","2.95%","", 19/07/2023
"MCRI","Monarch Casino & Resort","1,195","amc","1.18","1.14","-0.04 ","-3.39% ","-4.97%","", 19/07/2023
"NBHC","National Bank","1,114","amc","0.90","0.85","-0.05 ","-5.56% ","-5.08%","", 19/07/2023
"PFBC","Preferred Bank","901","amc","2.47","2.61","+0.14 ","+5.67% ","0.92%","", 19/07/2023
"OFLX","Omega Flex","793","amc","--","0.45","--","--","-6.62%","", 19/07/2023
"FMCB","Farmers & Merchants Bancorp","718","amc","--","28.03","--","--","1.67%","", 19/07/2023
"CTBI","Community Trust Bancorp","621","bmo","1.06","1.08","+0.02 ","+1.89% ","1.71%","", 19/07/2023
"OSBC","Old Second Bancorp","598","amc","0.54","0.56","+0.02 ","+3.70% ","3.39%","", 19/07/2023
"GSBC","Great Southern Bancorp","570","amc","1.48","1.52","+0.04 ","+2.70% ","-2.85%","", 19/07/2023
"FMBL","Farmers & Merchants Bank of Long...","554","bmo","--","143.69","--","--","-0.28%","", 19/07/2023
"PTSI","P.A.M. Transportation Services","463","amc","--","0.42","--","--","-2.13%","", 19/07/2023
"NVEC","NVE","387","amc","--","0.91","--","--","-18.06%","", 19/07/2023
"FNLC","First Bancorp","257","amc","--","0.67","--","--","3.59%","", 19/07/2023
"PLBC","Plumas Bancorp","200","bmo","--","1.12","--","--","-1.07%","", 19/07/2023
"EGIO","Edgio, Inc.","167","amc","--","-0.06","--","--","--","", 19/07/2023
"EVGR","Evergreen Corporation","164","bmo","--","0.06","--","--","-0.27%","", 19/07/2023
