"MU","Micron Technology","74,601","amc","-1.18","-1.07","+0.11 ","+9.32% ","-4.41%","", 27/09/2023
"PAYX","Paychex","41,643","bmo","1.12","1.14","+0.02 ","+1.79% ","3.36%","", 27/09/2023
"TUP","Tupperware Brands","56","--","0.08","--","--","--","--","", 27/09/2023
"CSLLY","CSL Limited","76,373","--","--","--","--","--","--","", 27/09/2023
"YAHOY","Z Holdings","20,385","--","--","--","--","--","--","", 27/09/2023
"HNNMY","Hennes & Mauritz","19,089","bmo","0.04","0.04","0.00 ","0.00% ","3.20%","", 27/09/2023
"NPNYY","Nippon Yusen Kabushiki Kaisha","13,035","--","--","--","--","--","--","", 27/09/2023
"BXBLY","Brambles","12,629","--","--","--","--","--","--","", 27/09/2023
"MTUAY","MTU Aero Engines","9,319","--","--","--","--","--","--","", 27/09/2023
"JEF","Jefferies Financial Group","7,737","amc","0.34","0.32","-0.02 ","-5.88% ","1.88%","", 27/09/2023
"AGESY","Ageas","7,444","--","--","--","--","--","--","", 27/09/2023
"DNPLY","Dai Nippon Printing Co.","7,268","--","--","--","--","--","--","", 27/09/2023
"SLOIF","Soitec","6,756","--","--","--","--","--","--","", 27/09/2023
"WYGPY","Worley Limited","5,423","--","--","--","--","--","--","", 27/09/2023
"KLBAY","Klabin","5,337","--","--","--","--","--","--","", 27/09/2023
"FRHC","Freedom Holding","5,040","--","--","--","--","--","--","", 27/09/2023
"CNXC","Concentrix","4,162","amc","2.76","2.71","-0.05 ","-1.81% ","6.84%","", 27/09/2023
"FUL","H. B. Fuller","3,797","amc","1.17","1.06","-0.11 ","-9.40% ","6.02%","", 27/09/2023
"WOR","Worthington Industries","3,059","amc","1.99","2.06","+0.07 ","+3.52% ","-13.41%","", 27/09/2023
"DNLMY","Dunelm Group","2,467","--","--","--","--","--","--","", 27/09/2023
"AACAY","AAC Technologies","1,939","--","--","--","--","--","--","", 27/09/2023
"NAPA","The Duckhorn Portfolio","1,128","amc","0.13","0.15","+0.02 ","+15.38% ","-5.20%","", 27/09/2023
"SUGBY","Suruga Bank","863","--","--","--","--","--","--","", 27/09/2023
"GDEV","GDEV Inc.","562","--","--","--","--","--","--","", 27/09/2023
"CELJF","Cellcom Israel","492","--","--","--","--","--","--","", 27/09/2023
"TSP","TuSimple","299","amc","--","-0.36","--","--","2.63%","", 27/09/2023
"HEOFF","H2O Innovation","273","bmo","--","0.00","--","--","-1.43%","", 27/09/2023
"NVX","NOVONIX","239","--","-0.06","--","--","--","--","", 27/09/2023
"XBIT","XBiotech","118","--","--","--","--","--","--","", 27/09/2023
"SANG","Sangoma Technologies Corporation","81","amc","-0.05","-0.04","+0.01 ","+20.00% ","-16.03%","", 27/09/2023
"CLWY","Calloway's Nursery","64","--","--","--","--","--","--","", 27/09/2023
"WBBW","Westbury Bancorp","43","--","--","--","--","--","--","", 27/09/2023
"GRUSF","Eagleford Energy","41","bmo","--","0.00","--","--","0.00%","", 27/09/2023
"SANW","S&W Seed","38","bmo","-0.09","-0.13","-0.04 ","-44.44% ","10.00%","", 27/09/2023
"BEDU","Bright Scholar Education","35","bmo","--","-0.16","--","--","0.00%","", 27/09/2023
"TRT","TrioTech International","31","--","--","0.04","--","--","-23.29%","", 27/09/2023
"PRSI","Portsmouth Square","23","--","--","--","--","--","--","", 27/09/2023
"BFRG","Bullfrog AI Holdings Inc.","19","--","--","--","--","--","--","", 27/09/2023
"NBRVF","Nabriva Therapeutics","14","--","--","--","--","--","--","", 27/09/2023
"HERB","YaSheng Group","13","--","--","--","--","--","--","", 27/09/2023
"AYTU","Aytu BioPharma","11","amc","--","0.16","--","--","39.06%","", 27/09/2023
"STKH","Steakholder Foods Ltd. Sponsored ADR...","10","--","-0.02","--","--","--","--","", 27/09/2023
"DTSS","Datasea","6","amc","--","-0.22","--","--","0.90%","", 27/09/2023
"BETRF","BetterLife Pharma","6","amc","--","-0.01","--","--","-5.85%","", 27/09/2023
"VRAX","Virax Biolabs Group Limited","5","--","--","--","--","--","--","", 27/09/2023
"SISI","SHINECO","3","--","--","--","--","--","--","", 27/09/2023
"BNKL","Bionik Laboratories","3","--","--","--","--","--","--","", 27/09/2023
"NXL","Nexalin Technology, Inc.","3","--","--","--","--","--","--","", 27/09/2023
"GPHBF","G6 Materials","2","bmo","--","-0.03","--","--","13.83%","", 27/09/2023
"APPHQ","AppHarvest","2","--","--","--","--","--","--","", 27/09/2023
"KALO","Kallo","2","--","--","--","--","--","--","", 27/09/2023
"SKVI","Skinvisible","0","--","--","--","--","--","--","", 27/09/2023
"BBRW","BrewBilt Manufacturing","0","--","--","--","--","--","--","", 27/09/2023
"PPCB","Propanc Biopharma","0","--","--","--","--","--","--","", 27/09/2023
"DWAY","DriveItAway Holdings, Inc.","0","--","--","--","--","--","--","", 27/09/2023
"GPLDF","Great Panther Mining Limited","0","--","--","--","--","--","--","", 27/09/2023
"ATTOF","Atento","0","--","--","--","--","--","--","", 27/09/2023
"AMEN","AMEN Properties","NA","--","--","--","--","--","--","", 27/09/2023
"AOXY","Advanced Oxygen Technologies","NA","--","--","--","--","--","--","", 27/09/2023
"CEA","China Eastern Airlines","NA","--","--","--","--","--","--","", 27/09/2023
"CPTP","Capital Properties","NA","--","--","--","--","--","--","", 27/09/2023
"CYAGF","CyberAgent","NA","--","--","--","--","--","--","", 27/09/2023
"DINRF","Screen Holdings","NA","--","--","--","--","--","--","", 27/09/2023
"WAVE","Eco Wave Power Global","NA","--","--","-0.08","--","--","-1.43%","", 27/09/2023
"GEAGF","GEA Group","NA","--","--","--","--","--","--","", 27/09/2023
"IBA","Industrias Bachoco","NA","--","--","--","--","--","--","", 27/09/2023
"JFEEF","Jfe Holdings","NA","--","--","--","--","--","--","", 27/09/2023
"RYSMF","Royal Standard Minerals","NA","amc","--","-0.01","--","--","0.00%","", 27/09/2023
"SOHVY","SUMITOMO HEAVY","NA","--","--","--","--","--","--","", 27/09/2023
"VOPKY","Royal Vopak","NA","--","--","--","--","--","--","", 27/09/2023
"DNACF","DeNA Co","NA","--","--","--","--","--","--","", 27/09/2023
