"BABA","Alibaba","215,728","bmo","1.97","2.40","+0.43 ","+21.83% ","4.60%","", 10/08/2023
"ACB","Aurora Cannabis","262","amc","-0.08","-0.04","+0.04 ","+50.00% ","0.76%","", 10/08/2023
"BEAT","HeartBeam","52","amc","-0.10","-0.16","-0.06 ","-60.00% ","-2.09%","", 10/08/2023
"CYBR","CyberArk Software","6,482","bmo","-0.13","0.03","+0.16 ","+123.08% ","12.99%","", 10/08/2023
"HIMX","Himax Technologies","1,024","bmo","--","0.01","--","--","0.00%","", 10/08/2023
"AEYE","Audioeye","64","amc","-0.02","-0.02","0.00 ","0.00% ","-6.38%","", 10/08/2023
"ACRX","AcelRx Pharmaceuticals","9","amc","-0.53","-0.41","+0.12 ","+22.64% ","-7.35%","", 10/08/2023
"HBI","Hanesbrands","1,337","bmo","-0.02","-0.01","+0.01 ","+50.00% ","-1.13%","", 10/08/2023
"RL","Ralph Lauren","7,421","bmo","2.15","2.34","+0.19 ","+8.84% ","-4.82%","", 10/08/2023
"WATT","Energous","8","amc","-1.40","-1.00","+0.40 ","+28.57% ","-3.94%","", 10/08/2023
"WPM","Wheaton Precious Metals","17,584","amc","0.27","0.31","+0.04 ","+14.81% ","2.35%","", 10/08/2023
"NVO","Novo Nordisk","399,570","bmo","0.67","0.63","-0.04 ","-5.97% ","-2.93%","", 10/08/2023
"YETI","YETI","3,840","bmo","0.47","0.57","+0.10 ","+21.28% ","17.34%","", 10/08/2023
"YPF","YPF Sociedad Anonima","4,507","--","1.15","0.86","-0.29 ","-25.22% ","1.22%","", 10/08/2023
"ONVO","Organovo","11","bmo","--","-0.46","--","--","10.55%","", 10/08/2023
"DDS","Dillard's","5,101","bmo","4.21","7.98","+3.77 ","+89.55% ","10.00%","", 10/08/2023
"SIX","Six Flags Entertainment","1,845","bmo","0.81","0.25","-0.56 ","-69.14% ","-4.51%","", 10/08/2023
"EYE","National Vision","1,212","bmo","0.15","0.17","+0.02 ","+13.33% ","-5.54%","", 10/08/2023
"AQN","Algonquin Power & Utilities","3,906","bmo","0.10","0.08","-0.02 ","-20.00% ","-1.55%","", 10/08/2023
"SOHO","Sotherly Hotels","32","bmo","0.40","0.37","-0.03 ","-7.50% ","-1.38%","", 10/08/2023
"IAG","Iamgold","996","amc","-0.02","-0.01","+0.01 ","+50.00% ","-3.35%","", 10/08/2023
"LUNA","Luna Innovations","209","amc","0.06","0.04","-0.02 ","-33.33% ","-12.61%","", 10/08/2023
"OXSQ","Oxford Square Capital","168","bmo","--","0.13","--","--","2.01%","", 10/08/2023
"AZUL","AZUL","3,237","bmo","-0.70","-0.81","-0.11 ","-15.71% ","10.92%","", 10/08/2023
"BLCM","Bellicum Pharmaceuticals","3","amc","--","-0.24","--","--","-0.08%","", 10/08/2023
"FLO","Flowers Foods","4,655","amc","0.28","0.33","+0.05 ","+17.86% ","3.95%","", 10/08/2023
"GEVO","Gevo","252","amc","-0.06","-0.06","0.00 ","0.00% ","-3.64%","", 10/08/2023
"APYX","Apyx Medical","109","amc","-0.12","-0.11","+0.01 ","+8.33% ","15.30%","", 10/08/2023
"VIAV","Viavi Solutions","1,905","amc","0.08","0.10","+0.02 ","+25.00% ","-3.16%","", 10/08/2023
