"CVS","CVS Health","88,598","bmo","2.12","2.21","+0.09 ","+4.25% ","3.33%","", 02/08/2023
"QCOM","Qualcomm","120,835","amc","1.81","1.87","+0.06 ","+3.31% ","-8.18%","", 02/08/2023
"PYPL","PayPal","64,312","amc","1.16","1.16","0.00 ","0.00% ","-12.32%","", 02/08/2023
"ET","Energy Transfer","41,930","amc","0.30","0.25","-0.05 ","-16.67% ","-2.28%","", 02/08/2023
"ETSY","Etsy","7,841","amc","0.41","0.83","+0.42 ","+102.44% ","-13.69%","", 02/08/2023
"KHC","Kraft Heinz Company","40,878","bmo","0.74","0.79","+0.05 ","+6.76% ","1.23%","", 02/08/2023
"SHOP","Shopify","67,432","amc","0.06","0.14","+0.08 ","+133.33% ","-5.43%","", 02/08/2023
"AMRN","Amarin","334","bmo","-0.02","0.02","+0.04 ","+200.00% ","0.00%","", 02/08/2023
"CF","CF Industries","15,826","amc","2.15","2.70","+0.55 ","+25.58% ","0.72%","", 02/08/2023
"OHI","Omega Healthcare Investors","8,042","amc","0.69","0.74","+0.05 ","+7.25% ","-1.51%","", 02/08/2023
"BOOT","Boot Barn","2,338","amc","0.84","1.11","+0.27 ","+32.14% ","13.08%","", 02/08/2023
"TEVA","Teva Pharmaceutical Industries","10,299","bmo","0.54","0.56","+0.02 ","+3.70% ","11.58%","", 02/08/2023
"NOG","Northern Oil and Gas","3,500","amc","1.35","1.49","+0.14 ","+10.37% ","5.61%","", 02/08/2023
"O","Realty Income","35,135","amc","0.99","1.00","+0.01 ","+1.01% ","-2.53%","", 02/08/2023
"TRIP","TripAdvisor","2,209","amc","0.37","0.34","-0.03 ","-8.11% ","-8.85%","", 02/08/2023
"ARC","ARC Document Solutions","140","amc","0.09","0.09","0.00 ","0.00% ","-7.89%","", 02/08/2023
"OXY","Occidental Petroleum","53,116","amc","0.70","0.68","-0.02 ","-2.86% ","1.20%","", 02/08/2023
"MET","MetLife","45,121","amc","1.85","1.94","+0.09 ","+4.86% ","2.66%","", 02/08/2023
"PSX","Phillips 66","49,200","bmo","3.54","3.87","+0.33 ","+9.32% ","-2.78%","", 02/08/2023
"EDIT","Editas Medicine","576","bmo","-0.76","-0.56","+0.20 ","+26.32% ","5.66%","", 02/08/2023
"MRO","Marathon Oil","14,779","amc","0.43","0.48","+0.05 ","+11.63% ","0.27%","", 02/08/2023
"ALB","Albemarle","18,588","amc","4.27","7.33","+3.06 ","+71.66% ","-1.74%","", 02/08/2023
"IIPR","Innovative Industrial Properties","2,040","amc","2.11","2.26","+0.15 ","+7.11% ","1.59%","", 02/08/2023
"HUM","Humana","60,191","bmo","8.88","8.94","+0.06 ","+0.68% ","5.60%","", 02/08/2023
"APA","APA","11,679","amc","0.66","0.85","+0.19 ","+28.79% ","6.79%","", 02/08/2023
"AEE","Ameren","19,136","amc","0.78","0.90","+0.12 ","+15.38% ","-1.74%","", 02/08/2023
"EXC","Exelon","37,231","bmo","0.40","0.41","+0.01 ","+2.50% ","--","", 02/08/2023
"VCEL","Vericel","1,617","bmo","-0.13","-0.11","+0.02 ","+15.38% ","-1.40%","", 02/08/2023
"CLX","Clorox","16,324","amc","1.19","1.67","+0.48 ","+40.34% ","8.96%","", 02/08/2023
"WMB","The Williams Companies","40,057","amc","0.39","0.42","+0.03 ","+7.69% ","2.26%","", 02/08/2023
"EMR","Emerson Electric Co.","54,327","bmo","1.09","1.29","+0.20 ","+18.35% ","3.83%","", 02/08/2023
"ATUS","Altice USA","1,387","amc","0.05","0.17","+0.12 ","+240.00% ","16.77%","", 02/08/2023
"SMG","Scotts MiracleGro","2,686","bmo","1.41","1.17","-0.24 ","-17.02% ","-19.01%","", 02/08/2023
"CTSH","Cognizant Technology Solutions","34,111","amc","0.97","1.10","+0.13 ","+13.40% ","7.85%","", 02/08/2023
"SUN","Sunoco","4,725","bmo","1.02","0.78","-0.24 ","-23.53% ","-0.26%","", 02/08/2023
"SHEN","Shenandoah Telecommunications Co","1,098","bmo","-0.04","0.04","+0.08 ","+200.00% ","3.58%","", 02/08/2023
"GRMN","Garmin","19,930","bmo","1.43","1.45","+0.02 ","+1.40% ","1.30%","", 02/08/2023
"MGM","MGM Resorts International","12,337","amc","0.53","0.59","+0.06 ","+11.32% ","-7.11%","", 02/08/2023
"STAA","STAAR Surgical","1,880","amc","0.32","0.40","+0.08 ","+25.00% ","-9.60%","", 02/08/2023
"CHEF","The Chef's Warehouse","793","bmo","0.50","0.35","-0.15 ","-30.00% ","-13.14%","", 02/08/2023
"SRPT","Sarepta Therapeutics","10,367","amc","-1.89","-0.27","+1.62 ","+85.71% ","2.05%","", 02/08/2023
"SPG","Simon Property Group","34,173","amc","2.91","2.88","-0.03 ","-1.03% ","-4.59%","", 02/08/2023
"NTR","Nutrien","28,762","amc","2.83","2.53","-0.30 ","-10.60% ","-4.20%","", 02/08/2023
"GNRC","Generac Holdings","6,331","bmo","1.16","1.08","-0.08 ","-6.90% ","-24.40%","", 02/08/2023
"DXC","DXC Technology","4,339","amc","0.82","0.63","-0.19 ","-23.17% ","-29.44%","", 02/08/2023
"SBOW","SilverBow Resources","705","amc","1.44","1.44","0.00 ","0.00% ","7.63%","", 02/08/2023
"INSG","Inseego","48","amc","-0.03","-0.02","+0.01 ","+33.33% ","17.93%","", 02/08/2023
"CLH","Clean Harbors","8,804","bmo","2.09","2.13","+0.04 ","+1.91% ","0.64%","", 02/08/2023
"GT","Goodyear","3,441","amc","0.15","-0.34","-0.49 ","-326.67% ","-16.21%","", 02/08/2023
"YUM","Yum Brands","34,615","bmo","1.23","1.41","+0.18 ","+14.63% ","-1.00%","", 02/08/2023
"MELI","MercadoLibre","61,692","amc","4.13","5.16","+1.03 ","+24.94% ","13.59%","", 02/08/2023
"ACAD","ACADIA Pharmaceuticals","3,523","amc","-0.12","0.01","+0.13 ","+108.33% ","-6.85%","", 02/08/2023
"CCJ","Cameco","15,688","bmo","0.16","-0.01","-0.17 ","-106.25% ","-3.82%","", 02/08/2023
"CDW","CDW","27,536","bmo","2.34","2.56","+0.22 ","+9.40% ","5.16%","", 02/08/2023
"HUBS","HubSpot","23,848","amc","0.99","1.34","+0.35 ","+35.35% ","-11.43%","", 02/08/2023
"ETR","Entergy","19,247","bmo","1.69","1.84","+0.15 ","+8.88% ","0.23%","", 02/08/2023
"MCK","McKesson","59,631","amc","5.85","7.27","+1.42 ","+24.27% ","5.34%","", 02/08/2023
"FMC","FMC","8,089","amc","0.59","0.50","-0.09 ","-15.25% ","-1.97%","", 02/08/2023
"INVA","Innoviva","853","amc","--","0.08","--","--","0.00%","", 02/08/2023
"MKSI","MKS Instruments","5,753","amc","1.14","1.32","+0.18 ","+15.79% ","-1.14%","", 02/08/2023
"HLF","Herbalife Ltd","1,282","amc","0.65","0.74","+0.09 ","+13.85% ","16.83%","", 02/08/2023
"EPR","EPR Properties","3,058","amc","1.32","1.31","-0.01 ","-0.76% ","-3.02%","", 02/08/2023
"QRVO","Qorvo","9,213","amc","0.15","0.34","+0.19 ","+126.67% ","-0.25%","", 02/08/2023
"RUN","Sunrun","2,289","amc","-0.34","0.25","+0.59 ","+173.53% ","7.62%","", 02/08/2023
"MTG","MGIC Investment","4,749","amc","0.55","0.68","+0.13 ","+23.64% ","4.44%","", 02/08/2023
"IR","Ingersoll Rand","25,582","amc","0.59","0.68","+0.09 ","+15.25% ","2.49%","", 02/08/2023
"HCC","Warrior Met Coal","2,564","amc","2.02","1.63","-0.39 ","-19.31% ","-11.71%","", 02/08/2023
"JCI","Johnson Controls International","35,486","bmo","1.03","1.03","0.00 ","0.00% ","-9.25%","", 02/08/2023
"BTG","B2Gold Corp","3,672","amc","0.06","0.07","+0.01 ","+16.67% ","-2.42%","", 02/08/2023
"ADNT","Adient","3,397","bmo","0.39","0.98","+0.59 ","+151.28% ","1.33%","", 02/08/2023
"EXTR","Extreme Networks","3,142","bmo","0.31","0.33","+0.02 ","+6.45% ","8.51%","", 02/08/2023
