"HDB","HDFC Bank Limited","110,219","bmo","--","0.80","--","--","4.43%","", 17/07/2023
"NEPT","Neptune Wellness Solutions","1","amc","--","-57.60","--","--","-5.02%","", 17/07/2023
"NRDBY","Nordea Bank","38,410","bmo","--","0.40","--","--","2.37%","", 17/07/2023
"ELS","Equity Lifestyle Properties","11,821","amc","0.66","0.66","0.00 ","0.00% ","-1.89%","", 17/07/2023
"ORINY","Orion OYJ","5,363","bmo","--","0.14","--","--","0.00%","", 17/07/2023
"FBK","FB Financial","1,340","amc","0.66","0.77","+0.11 ","+16.67% ","6.49%","", 17/07/2023
"CFB","CrossFirst Bankshares","492","amc","0.35","0.35","0.00 ","0.00% ","-0.36%","", 17/07/2023
"GNTY","Guaranty Bancshares","322","bmo","0.57","0.63","+0.06 ","+10.53% ","4.09%","", 17/07/2023
"AMLI","American Lithium","283","amc","-0.03","-0.04","-0.01 ","-33.33% ","0.48%","", 17/07/2023
"HBCP","Home Bancorp","261","amc","1.16","1.21","+0.05 ","+4.31% ","3.92%","", 17/07/2023
"VABK","Virginia National Bankshares","145","amc","--","1.05","--","--","0.75%","", 17/07/2023
"NVOS","Novo Integrated Sciences","66","amc","--","-0.01","--","--","-7.21%","", 17/07/2023
"QEPC","Q.E.P. Co.","66","bmo","--","0.28","--","--","2.45%","", 17/07/2023
"FBSI","First Bancshares","55","bmo","--","0.71","--","--","0.00%","", 17/07/2023
"GECSF","Global Education Communities Corp.","18","amc","--","-0.01","--","--","0.00%","", 17/07/2023
"SPRS","SURGE COMPONENT","17","bmo","--","0.09","--","--","-1.22%","", 17/07/2023
"PIXY","Shiftpixy","17","amc","--","-0.70","--","--","-2.80%","", 17/07/2023
"SVIN","Scheid Vineyards","12","bmo","--","-2.59","--","--","0.00%","", 17/07/2023
"DSNY","Destiny Media Technologies","8","bmo","--","0.01","--","--","2.76%","", 17/07/2023
"GDSI","Global Digital Solutions","8","amc","--","0.00","--","--","-3.85%","", 17/07/2023
"BFYW","Fast Track Solutions","1","bmo","--","0.00","--","--","0.24%","", 17/07/2023
"VIDE","Video Display","NA","--","--","-0.05","--","--","0.00%","", 17/07/2023
"ETCC","Environmental Tectonics","NA","amc","--","-0.08","--","--","-1.84%","", 17/07/2023
"AMNF","Armanino Foods of Distinction","NA","bmo","--","0.06","--","--","0.29%","", 17/07/2023
